Data,Oras,Max,Min,Precipitatii,OreSoare,OrePloaie,WMO,ZiTip,Vanzari,Tip
2024-03-02,Constanta,9.2,5.5,0.0,8.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-03,Constanta,8.1,4.8,0.4,1.0,4.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-04,Constanta,9.2,3.0,0.0,10.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-05,Constanta,9.3,5.3,0.0,10.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-06,Constanta,8.9,3.5,0.0,2.2,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-07,Constanta,7.5,3.3,0.1,8.8,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-08,Constanta,6.2,3.3,0.1,0.5,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-09,Constanta,9.3,2.3,0.4,6.9,4.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-10,Constanta,10.4,1.1,0.0,11.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-11,Constanta,10.8,7.0,0.0,8.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-12,Constanta,11.1,8.0,9.3,0.0,11.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-03-13,Constanta,13.1,7.1,21.4,6.6,19.0,65,🌧️ Ploaie abundentă,0.0,arhiva
2024-03-14,Constanta,7.7,5.2,0.1,0.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-15,Constanta,10.7,3.3,0.1,7.6,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-16,Constanta,9.7,4.5,0.0,5.6,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-17,Constanta,11.9,2.7,0.0,11.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-18,Constanta,9.3,4.2,0.4,9.1,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-19,Constanta,6.5,2.6,2.1,0.1,6.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-03-20,Constanta,8.9,0.7,0.6,11.6,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-21,Constanta,8.8,2.8,9.5,7.0,15.0,73,🌨️ Ninsoare moderată,0.0,arhiva
2024-03-22,Constanta,9.4,2.0,0.0,11.7,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-23,Constanta,14.6,1.6,0.2,11.9,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-24,Constanta,13.8,6.5,0.0,11.3,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-25,Constanta,10.3,4.6,4.6,0.6,9.0,55,🌧️ Burniță densă,0.0,arhiva
2024-03-26,Constanta,14.5,4.2,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-27,Constanta,10.9,7.3,0.5,5.0,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-03-28,Constanta,20.3,9.1,0.7,9.3,1.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-03-29,Constanta,22.3,9.8,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-30,Constanta,19.5,9.1,0.0,11.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-03-31,Constanta,19.6,9.4,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-01,Constanta,21.7,11.5,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-02,Constanta,27.3,14.4,0.1,10.3,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-04-03,Constanta,18.7,10.1,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-04,Constanta,17.7,10.4,0.0,11.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-05,Constanta,18.2,8.4,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-06,Constanta,19.1,8.8,1.1,10.5,2.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-04-07,Constanta,15.3,8.5,0.6,12.1,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-04-08,Constanta,17.9,8.5,0.0,12.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-09,Constanta,16.6,9.3,0.0,12.2,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-10,Constanta,17.3,8.5,0.0,12.3,0.0,0,☀️ Cer senin,0.0,arhiva
2024-04-11,Constanta,20.5,10.2,0.0,12.2,0.0,0,☀️ Cer senin,0.0,arhiva
2024-04-12,Constanta,21.6,14.2,0.0,12.2,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-13,Constanta,19.9,12.9,0.0,11.7,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-14,Constanta,22.5,12.8,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-15,Constanta,24.9,16.1,0.0,12.3,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-16,Constanta,28.8,15.9,0.0,12.3,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-17,Constanta,25.0,15.9,0.0,12.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-18,Constanta,15.3,9.3,10.1,6.6,11.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-04-19,Constanta,13.0,7.4,0.0,12.8,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-04-20,Constanta,12.3,9.5,13.8,0.0,13.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-04-21,Constanta,17.1,8.6,2.5,12.6,6.0,55,🌧️ Burniță densă,0.0,arhiva
2024-04-22,Constanta,16.1,9.6,16.0,7.6,12.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-04-23,Constanta,13.4,9.3,12.5,1.3,11.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-04-24,Constanta,21.8,12.1,2.1,12.9,4.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-04-25,Constanta,16.9,11.5,0.0,11.2,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-26,Constanta,17.0,9.7,0.3,13.6,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-04-27,Constanta,15.7,7.5,0.0,13.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-28,Constanta,18.4,11.0,0.0,8.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-04-29,Constanta,17.4,13.4,8.9,4.3,9.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-04-30,Constanta,16.1,14.1,13.3,5.9,12.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-05-01,Constanta,16.1,13.9,0.0,12.6,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-02,Constanta,14.7,12.2,16.7,0.0,12.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-05-03,Constanta,17.6,11.3,0.0,8.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-04,Constanta,16.9,10.7,0.2,11.3,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-05-05,Constanta,15.9,10.9,0.0,14.0,0.0,0,☀️ Cer senin,0.0,arhiva
2024-05-06,Constanta,17.7,9.6,0.0,12.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-07,Constanta,20.9,11.6,0.0,13.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-08,Constanta,17.2,12.8,0.2,11.3,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-05-09,Constanta,14.3,13.0,2.1,3.7,9.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-05-10,Constanta,16.1,12.4,0.0,12.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-11,Constanta,19.5,12.1,0.0,13.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-12,Constanta,16.4,12.9,1.9,11.9,3.0,55,🌧️ Burniță densă,0.0,arhiva
2024-05-13,Constanta,15.6,8.7,5.3,12.2,14.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-05-14,Constanta,16.2,8.3,0.8,14.0,2.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-05-15,Constanta,14.8,8.8,0.7,14.0,5.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-05-16,Constanta,16.3,7.6,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-17,Constanta,15.5,10.0,0.0,7.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-18,Constanta,16.5,12.6,0.2,8.5,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-05-19,Constanta,16.6,11.2,0.5,10.3,1.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-05-20,Constanta,18.0,12.6,0.0,13.3,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-21,Constanta,19.0,11.3,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-22,Constanta,19.1,11.8,0.1,14.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-05-23,Constanta,19.8,13.4,0.1,13.3,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-05-24,Constanta,20.8,15.9,0.0,11.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-25,Constanta,19.6,16.6,0.0,13.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-05-26,Constanta,20.0,15.0,0.0,14.0,0.0,0,☀️ Cer senin,0.0,arhiva
2024-05-27,Constanta,17.4,12.7,9.6,7.2,7.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-05-28,Constanta,18.4,13.1,1.8,11.7,12.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-05-29,Constanta,20.5,11.7,3.9,14.0,4.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-05-30,Constanta,20.4,14.1,7.0,11.8,13.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-05-31,Constanta,22.9,15.0,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-01,Constanta,25.1,17.2,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-02,Constanta,28.8,18.5,2.9,14.0,3.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-06-03,Constanta,25.8,18.6,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-04,Constanta,24.0,17.6,0.0,14.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-05,Constanta,29.5,17.8,0.0,13.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-06,Constanta,25.6,19.6,11.7,13.2,6.0,65,🌧️ Ploaie abundentă,0.0,arhiva
2024-06-07,Constanta,24.5,17.2,0.0,12.7,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-08,Constanta,25.7,16.2,0.0,13.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-09,Constanta,26.3,17.5,0.0,14.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-10,Constanta,28.1,20.5,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-11,Constanta,28.6,21.7,0.0,14.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-12,Constanta,26.0,20.4,0.0,13.3,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-13,Constanta,25.5,19.4,0.4,12.9,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-06-14,Constanta,25.6,19.0,4.0,5.6,10.0,55,🌧️ Burniță densă,0.0,arhiva
2024-06-15,Constanta,25.4,16.7,0.1,14.3,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-06-16,Constanta,27.0,17.0,0.0,14.3,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-06-17,Constanta,28.0,19.2,1.1,14.4,3.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-06-18,Constanta,26.6,19.8,0.0,14.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-19,Constanta,26.5,17.9,0.0,14.4,0.0,0,☀️ Cer senin,0.0,arhiva
2024-06-20,Constanta,28.5,18.2,0.0,14.4,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-06-21,Constanta,24.6,19.4,0.0,14.4,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-06-22,Constanta,24.5,18.3,0.0,14.5,0.0,0,☀️ Cer senin,0.0,arhiva
2024-06-23,Constanta,25.2,16.9,0.0,14.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-24,Constanta,26.2,18.2,0.0,14.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-25,Constanta,25.2,19.6,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-26,Constanta,25.8,18.4,0.0,14.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-27,Constanta,25.1,16.8,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-06-28,Constanta,27.6,18.4,0.0,14.4,0.0,0,☀️ Cer senin,0.0,arhiva
2024-06-29,Constanta,27.7,20.5,0.0,14.5,0.0,0,☀️ Cer senin,0.0,arhiva
2024-06-30,Constanta,29.4,19.7,0.0,14.5,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-07-01,Constanta,28.1,20.1,0.0,13.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-02,Constanta,27.9,20.7,0.0,14.2,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-03,Constanta,27.5,21.1,2.1,10.5,4.0,55,🌧️ Burniță densă,0.0,arhiva
2024-07-04,Constanta,27.9,18.9,0.0,14.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-05,Constanta,29.4,20.2,0.0,14.3,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-06,Constanta,27.7,22.0,0.0,14.4,0.0,0,☀️ Cer senin,0.0,arhiva
2024-07-07,Constanta,28.1,20.0,0.0,14.5,0.0,0,☀️ Cer senin,0.0,arhiva
2024-07-08,Constanta,30.0,19.8,0.0,14.4,0.0,0,☀️ Cer senin,0.0,arhiva
2024-07-09,Constanta,30.5,23.6,0.0,14.3,0.0,0,☀️ Cer senin,0.0,arhiva
2024-07-10,Constanta,30.9,25.7,0.0,12.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-11,Constanta,30.5,25.6,0.0,13.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-12,Constanta,31.4,24.9,0.0,14.4,0.0,0,☀️ Cer senin,0.0,arhiva
2024-07-13,Constanta,30.9,24.5,0.0,14.3,0.0,0,☀️ Cer senin,0.0,arhiva
2024-07-14,Constanta,31.1,22.1,0.0,14.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-15,Constanta,32.4,21.8,0.0,13.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-16,Constanta,32.0,26.4,0.0,14.3,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-17,Constanta,32.5,26.5,0.0,14.2,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-07-18,Constanta,33.4,25.9,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-19,Constanta,32.6,25.2,0.0,14.2,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-07-20,Constanta,30.5,25.2,0.0,14.1,0.0,0,☀️ Cer senin,0.0,arhiva
2024-07-21,Constanta,30.5,22.6,0.0,14.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-22,Constanta,30.6,22.0,0.9,13.6,4.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-07-23,Constanta,28.1,22.8,1.7,14.0,6.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-07-24,Constanta,30.0,22.9,3.0,14.0,2.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-07-25,Constanta,27.3,20.0,11.3,10.1,9.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-07-26,Constanta,26.7,19.4,8.7,13.0,11.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-07-27,Constanta,29.6,18.8,0.1,14.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-07-28,Constanta,29.9,20.9,0.0,14.0,0.0,0,☀️ Cer senin,0.0,arhiva
2024-07-29,Constanta,29.6,22.9,0.0,14.0,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-07-30,Constanta,28.6,22.1,0.0,13.6,0.0,3,☁️ Înnorat,0.0,arhiva
2024-07-31,Constanta,28.7,20.2,0.0,14.0,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-08-01,Constanta,29.4,18.8,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-08-02,Constanta,30.0,20.5,0.0,14.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-08-03,Constanta,29.9,22.1,0.0,12.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-08-04,Constanta,27.6,22.2,2.4,13.3,4.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-08-05,Constanta,27.1,20.3,0.0,13.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-08-06,Constanta,26.9,18.4,9.2,9.6,9.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-08-07,Constanta,25.8,17.2,0.1,13.5,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-08-08,Constanta,26.8,18.1,0.0,13.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-08-09,Constanta,28.3,18.4,0.0,13.9,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-08-10,Constanta,28.4,20.9,0.4,13.6,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-08-11,Constanta,29.0,23.1,0.0,13.7,0.0,0,☀️ Cer senin,0.0,arhiva
2024-08-12,Constanta,28.4,21.5,0.0,13.7,0.0,0,☀️ Cer senin,0.0,arhiva
2024-08-13,Constanta,30.9,23.0,0.1,13.6,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-08-14,Constanta,28.6,23.4,0.0,13.4,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-08-15,Constanta,27.8,23.1,0.0,13.5,0.0,0,☀️ Cer senin,0.0,arhiva
2024-08-16,Constanta,28.2,21.6,0.0,13.4,0.0,0,☀️ Cer senin,0.0,arhiva
2024-08-17,Constanta,29.1,20.6,0.0,13.4,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-08-18,Constanta,28.8,20.3,0.0,13.4,0.0,0,☀️ Cer senin,0.0,arhiva
2024-08-19,Constanta,28.8,20.2,0.0,13.4,0.0,0,☀️ Cer senin,0.0,arhiva
2024-08-20,Constanta,29.1,19.8,0.0,10.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-08-21,Constanta,29.8,20.5,0.0,12.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-08-22,Constanta,30.5,21.4,0.0,13.1,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-08-23,Constanta,29.0,22.9,0.0,13.0,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-08-24,Constanta,28.2,21.0,0.0,13.0,0.0,0,☀️ Cer senin,0.0,arhiva
2024-08-25,Constanta,29.3,21.0,0.0,12.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-08-26,Constanta,29.5,23.5,0.0,12.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-08-27,Constanta,30.8,22.3,9.4,11.1,6.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-08-28,Constanta,23.2,19.6,13.3,3.6,15.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-08-29,Constanta,22.6,19.7,26.2,3.9,21.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-08-30,Constanta,23.6,19.6,24.0,3.0,20.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-08-31,Constanta,25.8,21.2,12.8,8.8,14.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-09-01,Constanta,23.9,19.8,2.4,9.5,8.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-09-02,Constanta,26.7,18.7,0.0,11.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-03,Constanta,27.6,20.3,0.0,12.1,0.0,0,☀️ Cer senin,0.0,arhiva
2024-09-04,Constanta,27.3,18.8,0.0,11.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-05,Constanta,26.2,17.9,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-06,Constanta,24.0,16.5,3.9,8.1,8.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-09-07,Constanta,23.9,19.9,7.2,11.0,13.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-09-08,Constanta,23.0,18.5,0.1,12.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-09-09,Constanta,23.5,17.0,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-10,Constanta,24.8,16.9,0.9,8.0,1.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-09-11,Constanta,22.8,18.3,21.2,5.0,10.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-09-12,Constanta,25.9,17.6,0.5,11.0,2.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-09-13,Constanta,25.7,18.4,1.1,11.8,5.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-09-14,Constanta,27.5,17.5,0.3,12.0,3.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-09-15,Constanta,18.5,13.6,16.7,2.2,8.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-09-16,Constanta,22.1,12.4,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-17,Constanta,23.8,13.8,0.0,10.3,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-18,Constanta,22.2,16.5,0.1,12.0,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-09-19,Constanta,20.8,14.3,4.4,6.9,11.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-09-20,Constanta,21.9,16.4,0.9,11.4,2.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-09-21,Constanta,22.7,16.1,0.0,12.0,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-09-22,Constanta,23.1,15.7,0.0,12.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-23,Constanta,23.7,16.0,0.0,11.9,0.0,0,☀️ Cer senin,0.0,arhiva
2024-09-24,Constanta,23.9,14.4,0.0,11.9,0.0,0,☀️ Cer senin,0.0,arhiva
2024-09-25,Constanta,23.2,15.2,0.0,11.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-26,Constanta,24.1,17.2,0.0,11.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-27,Constanta,24.0,18.5,0.0,11.7,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-09-28,Constanta,23.8,19.3,0.0,11.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-09-29,Constanta,23.2,15.3,3.0,10.5,8.0,61,🌧️ Ploaie ușoară,0.0,arhiva
2024-09-30,Constanta,14.3,10.0,63.8,0.0,24.0,65,🌧️ Ploaie abundentă,0.0,arhiva
2024-10-01,Constanta,15.2,9.5,31.2,4.0,13.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-10-02,Constanta,19.2,10.4,0.0,11.2,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-10-03,Constanta,21.7,11.6,0.0,11.2,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-04,Constanta,22.9,17.6,0.0,10.6,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-05,Constanta,25.5,18.4,0.3,10.8,1.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-10-06,Constanta,21.5,16.5,19.6,4.0,12.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-10-07,Constanta,19.0,12.4,2.4,10.1,3.0,55,🌧️ Burniță densă,0.0,arhiva
2024-10-08,Constanta,22.1,11.8,0.0,10.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-09,Constanta,20.4,15.7,0.0,9.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-10,Constanta,25.2,15.9,1.1,10.5,2.0,53,🌦️ Burniță moderată,0.0,arhiva
2024-10-11,Constanta,23.9,14.5,0.0,10.5,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-12,Constanta,18.9,12.6,5.8,2.9,7.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-10-13,Constanta,17.5,9.6,0.0,9.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-14,Constanta,20.1,12.3,0.0,9.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-15,Constanta,20.3,13.1,0.9,10.0,5.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-10-16,Constanta,15.5,9.8,0.0,8.6,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-17,Constanta,12.2,8.2,0.0,8.4,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-18,Constanta,11.7,4.8,0.0,10.1,0.0,0,☀️ Cer senin,0.0,arhiva
2024-10-19,Constanta,12.1,6.8,0.0,10.1,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-10-20,Constanta,12.2,6.0,0.0,10.0,0.0,2,⛅ Parțial înnorat,0.0,arhiva
2024-10-21,Constanta,13.8,4.3,0.0,10.1,0.0,0,☀️ Cer senin,0.0,arhiva
2024-10-22,Constanta,16.9,5.9,0.0,10.1,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-10-23,Constanta,18.7,7.7,0.0,10.0,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-10-24,Constanta,14.9,9.0,0.0,9.2,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-25,Constanta,15.0,6.9,0.0,10.0,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-26,Constanta,15.3,5.6,0.0,10.0,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-10-27,Constanta,16.5,6.5,0.0,9.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-28,Constanta,19.2,8.9,0.0,9.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-29,Constanta,16.6,9.7,0.0,9.9,0.0,0,☀️ Cer senin,0.0,arhiva
2024-10-30,Constanta,15.4,8.6,0.0,9.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-10-31,Constanta,18.9,8.3,0.0,9.2,0.0,3,☁️ Înnorat,0.0,arhiva
2024-11-01,Constanta,19.8,11.0,0.0,8.9,0.0,3,☁️ Înnorat,0.0,arhiva
2024-11-02,Constanta,19.4,11.2,0.0,9.2,0.0,3,☁️ Înnorat,0.0,arhiva
2024-11-03,Constanta,12.2,3.7,0.0,9.1,0.0,3,☁️ Înnorat,0.0,arhiva
2024-11-04,Constanta,13.2,3.2,0.0,9.8,0.0,3,☁️ Înnorat,0.0,arhiva
2024-11-05,Constanta,8.0,2.4,0.0,9.7,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-11-06,Constanta,11.5,1.1,0.0,9.7,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-11-07,Constanta,13.9,2.1,0.0,9.7,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-11-08,Constanta,15.3,3.1,0.0,9.6,0.0,1,🌤️ Predominant senin,0.0,arhiva
2024-11-09,Constanta,8.7,5.4,1.2,0.0,5.0,51,🌦️ Burniță ușoară,0.0,arhiva
2024-11-10,Constanta,11.6,5.8,23.8,1.9,18.0,63,🌧️ Ploaie moderată,0.0,arhiva
2024-11-11,Constanta,10.7,7.1,0.9,2.6,3.0,53,🌦️ Burniță moderată,0.0,arhiva
